"title","path","type","updated_date","post_date","published","pageviews","unique_pageviews","avg_time_on_page","entrances","bounce_rate","exit"
"Urbana Awards and Community Highlights","/awards-highlights","Page","2019-02-04T00:00:00.000","2014-08-14T00:00:00.000","true","93","84","36.70","17","88.24","29.03"
"Arbor Day Foundation Names Urbana Tree City USA and Growth Award Winne","/awardwinnertrees","Post","2019-03-28T00:00:00.000","2019-03-28T00:00:00.000","true","5","5","78.00","5","80","80"
"Head Start Awareness Walk","/awarenesswalk","Post","2019-09-23T00:00:00.000","2019-09-23T00:00:00.000","true","3","2","190.00","2","50","66.67"
"Artist of the Corridor Talk with Angela Inez Baldus","/baldus","Post","2018-11-27T00:00:00.000","2018-11-27T00:00:00.000","true","5","4","219.00","4","75","80"
"Boneyard Creek Community Day - 2017","/BCCD-2017","Post","2017-08-23T00:00:00.000","2016-12-28T00:00:00.000","true",,,,,,
"Boneyard Creek Community Day -- POSTPONED!!","/BCCD-2020","Post","2020-03-18T00:00:00.000","2020-01-06T00:00:00.000","true","14","14","187.00","11","90.91","78.57"
"Better Lawns and Gutters","/Better_Lawns","Page","2021-05-13T00:00:00.000","2011-11-17T00:00:00.000","true","181","150","221.91","121","76.86","69.06"
"Bicycle Friendly Community","/BFC","Page","2016-07-14T00:00:00.000","2010-05-25T00:00:00.000","true","43","41","107.00","18","61.11","41.86"
"The City of Urbana Commemorates Black History Month","/bhm","Post","2020-02-14T00:00:00.000","2020-01-31T00:00:00.000","true","19","19","27.80","18","72.22","73.68"
"Bicycle Maps","/bicycle-maps","Page","2018-10-19T00:00:00.000","2010-05-25T00:00:00.000","true","408","365","170.63","327","75.54","69.61"
"Bicycle Master Plan","/bicycle-master-plan","Page","2018-10-19T00:00:00.000","2010-05-26T00:00:00.000","true","182","157","273.59","110","75.45","61.54"
"Bicycle Parking","/bicycle-parking","Page","2019-10-07T00:00:00.000","2009-10-13T00:00:00.000","true","68","63","132.57","41","73.17","58.82"
"Safety Tips","/bicycle-safety-tips","Page","2016-07-19T00:00:00.000","2010-05-25T00:00:00.000","true","19","18","312.83","11","90.91","68.42"
"Bicycles & Transit","/bicycles-transit","Page","2021-05-24T00:00:00.000","2009-10-13T00:00:00.000","true","38","33","35.52","19","68.42","39.47"
"Bicycle Violations","/bicycle-violations","Page","2019-01-09T00:00:00.000","2013-09-26T00:00:00.000","true","62","59","89.56","14","50","27.42"
"Bids and RFPs","/bids-rfps","Landing Pa","2022-01-25T00:00:00.000","2016-06-10T00:00:00.000","true","7126","5934","55.91","4811","54.27","45.61"
"Urbana Bicycle Master Plan Recognized","/bikeaward","Post","2019-03-07T00:00:00.000","2019-03-07T00:00:00.000","true","2","2","4.00","2","50","50"
"We're Just Giving Bikes Away!","/bikegive","Post","2019-02-26T00:00:00.000","2019-02-11T00:00:00.000","true","30","29","24.75","28","71.43","73.33"
"Bicycle Master Plan Public Workshop #2","/bikeplanmeeting2","Post","2014-04-11T00:00:00.000","2014-04-11T00:00:00.000","true",,,,,,
"Bikeshare Program","/Bikeshare","Page","2020-09-11T00:00:00.000","2018-10-19T00:00:00.000","true","697","638","195.81","621","87.92","87.09"
"CU Bike to Work Day May 3, 2019","/biketowork2019","Post","2019-04-29T00:00:00.000","2019-04-29T00:00:00.000","true",,,,,,
"Bike Urbana","/bike-urbana","Page","2021-09-16T00:00:00.000","2010-05-25T00:00:00.000","true","276","229","134.11","122","72.95","50.72"
"C-U Sharing the Road Bike Education Video Premiere","/bike-video","Post","2012-01-24T00:00:00.000","2010-09-29T00:00:00.000","true",,,,,,
"Bill Gray says Farewell to the City","/BillGray","Post","2018-10-28T00:00:00.000","2018-10-26T00:00:00.000","true","30","29","93.60","26","76.92","66.67"
"Mayor's Neighborhood Safety Task Force","/board/neighborhood-safety-task-force","Board","2020-06-22T00:00:00.000","2009-05-09T00:00:00.000","false",,,,,,
"Boards & Commissions","/boards","Landing Pa","2021-10-12T00:00:00.000","2010-01-24T00:00:00.000","true","3802","2912","22.10","346","31.21","8.21"
"ARMS Policy Board","/boards/arms-policy-board","Board","2021-10-01T00:00:00.000","2015-08-17T00:00:00.000","true","112","87","99.42","16","37.5","25.89"
"ARMS Policy Board Meeting 2015-08-20","/boards/arms-policy-board/meetings/2015-08-20","Meeting","2016-02-04T00:00:00.000","2015-08-17T00:00:00.000","true",,,,,,
"ARMS Policy Board Meeting 2015-11-19","/boards/arms-policy-board/meetings/2015-11-19","Meeting","2016-02-19T00:00:00.000","2015-11-16T00:00:00.000","true",,,,,,
"ARMS Policy Board Meeting 2016-02-18","/boards/arms-policy-board/meetings/2016-02-18","Meeting","2016-06-03T00:00:00.000","2016-02-10T00:00:00.000","true",,,,,,
"ARMS Policy Board Meeting 2016-05-19","/boards/arms-policy-board/meetings/2016-05-19","Meeting","2016-08-31T00:00:00.000","2016-05-17T00:00:00.000","true",,,,,,
"ARMS Policy Board Meeting 2016-08-18","/boards/arms-policy-board/meetings/2016-08-18","Meeting","2016-11-18T00:00:00.000","2016-05-17T00:00:00.000","true","2","2","0.00","1","100","100"
"Bicycle & Pedestrian Advisory Commission Meeting 2010-02-16","/boards/bicycle-pedestrian-advisory-commission/meetings/2010-02-16","Meeting","2010-06-16T00:00:00.000","2010-02-02T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2010-03-16","/boards/bicycle-pedestrian-advisory-commission/meetings/2010-03-16","Meeting","2010-03-12T00:00:00.000","2010-02-02T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2010-04-20","/boards/bicycle-pedestrian-advisory-commission/meetings/2010-04-20","Meeting","2010-07-20T00:00:00.000","2010-02-02T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2010-05-18","/boards/bicycle-pedestrian-advisory-commission/meetings/2010-05-18","Meeting","2010-05-12T00:00:00.000","2010-02-02T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2010-06-15","/boards/bicycle-pedestrian-advisory-commission/meetings/2010-06-15","Meeting","2010-06-18T00:00:00.000","2010-02-02T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2010-07-20","/boards/bicycle-pedestrian-advisory-commission/meetings/2010-07-20","Meeting","2010-11-08T00:00:00.000","2010-02-02T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2010-08-17","/boards/bicycle-pedestrian-advisory-commission/meetings/2010-08-17","Meeting","2010-08-11T00:00:00.000","2010-08-11T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2010-09-21","/boards/bicycle-pedestrian-advisory-commission/meetings/2010-09-21","Meeting","2010-11-08T00:00:00.000","2010-09-20T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2010-10-19","/boards/bicycle-pedestrian-advisory-commission/meetings/2010-10-19","Meeting","2011-03-30T00:00:00.000","2010-10-18T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2010-12-14","/boards/bicycle-pedestrian-advisory-commission/meetings/2010-12-14","Meeting","2011-03-30T00:00:00.000","2010-12-08T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2011-01-18","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-01-18","Meeting","2011-01-13T00:00:00.000","2011-01-13T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2011-02-15","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-02-15","Meeting","2012-02-09T00:00:00.000","2011-02-01T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2011-03-15","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-03-15-0","Meeting","2011-03-15T00:00:00.000","2011-03-15T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2011-4-19","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-04-19-0","Meeting","2013-01-24T00:00:00.000","2011-04-12T00:00:00.000","true",,,,,,
"Cancelled Bicycle & Pedestrian Advisory Commission Meeting 2011-5-17","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-05-17-0","Meeting","2011-05-13T00:00:00.000","2011-05-13T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2011-06-21","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-06-21-0","Meeting","2011-06-07T00:00:00.000","2011-06-07T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2011-07-19","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-07-19","Meeting","2013-01-24T00:00:00.000","2011-02-01T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2011-08-16","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-08-16","Meeting","2012-02-09T00:00:00.000","2011-02-01T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2011-09-20","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-09-20","Meeting","2013-01-24T00:00:00.000","2011-02-01T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2011-10-18","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-10-18","Meeting","2011-10-13T00:00:00.000","2011-02-01T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2011-11-15","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-11-15","Meeting","2013-01-24T00:00:00.000","2011-02-01T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2011-12-20   -** CANC","/boards/bicycle-pedestrian-advisory-commission/meetings/2011-12-20","Meeting","2012-02-09T00:00:00.000","2011-02-01T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-02-21","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-02-21","Meeting","2013-12-11T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-03-20","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-03-20","Meeting","2012-03-21T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-04-17","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-04-17","Meeting","2013-12-11T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-05-15","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-05-15","Meeting","2012-05-01T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-06-19","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-06-19","Meeting","2013-12-11T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-07-17 - CANCELLE","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-07-17","Meeting","2012-07-05T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-08-21 - CANCELLE","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-08-21","Meeting","2012-07-05T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-09-18","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-09-18","Meeting","2013-12-11T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-10-16","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-10-16","Meeting","2013-12-11T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-11-20   CANCELLE","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-11-20","Meeting","2012-09-26T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2012-12-18","/boards/bicycle-pedestrian-advisory-commission/meetings/2012-12-18","Meeting","2013-12-11T00:00:00.000","2012-02-10T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2013-02-19","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-02-19","Meeting","2015-05-07T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2013-03-19","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-03-19","Meeting","2013-02-25T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2013-04-16","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-04-16","Meeting","2015-05-07T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2013-05-21","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-05-21","Meeting","2013-05-13T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2013-06-18","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-06-18","Meeting","2013-06-11T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2013-07-23","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-07-23","Meeting","2013-06-11T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2013-08-20","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-08-20","Meeting","2015-05-07T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2013-09-17","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-09-17","Meeting","2013-09-16T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2013-10-15","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-10-15","Meeting","2015-05-07T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2013-11-19","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-11-19","Meeting","2013-12-12T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2013-12-17","/boards/bicycle-pedestrian-advisory-commission/meetings/2013-12-17","Meeting","2015-05-07T00:00:00.000","2012-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2014-01-21 - CANCELLE","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-01-21","Meeting","2013-12-31T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2014-02-18","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-02-18","Meeting","2015-09-30T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2014-03-18","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-03-18","Meeting","2014-03-14T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cancelled: Bicycle & Pedestrian Advisory Commission Meeting 2014-04-15","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-04-15","Meeting","2014-04-08T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2014-05-20","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-05-20","Meeting","2015-09-30T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cancelled: Bicycle & Pedestrian Advisory Commission Meeting 2014-06-17","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-06-17","Meeting","2014-06-12T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Special Joint Meeting 2014-06","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-06-26","Meeting","2015-09-30T00:00:00.000","2014-06-20T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2014-07-15","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-07-15","Meeting","2014-07-09T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cancelled: Bicycle & Pedestrian Advisory Commission Meeting 2014-08-19","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-08-19","Meeting","2014-08-18T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2014-09-16","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-09-16","Meeting","2015-09-30T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2014-10-21","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-10-21","Meeting","2014-10-20T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Special Joint Meeting 2014-10","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-10-30","Meeting","2014-10-31T00:00:00.000","2014-10-29T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2014-11-18","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-11-18","Meeting","2014-11-13T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2014-12-16","/boards/bicycle-pedestrian-advisory-commission/meetings/2014-12-16","Meeting","2016-07-12T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2015-01-20","/boards/bicycle-pedestrian-advisory-commission/meetings/2015-01-20","Meeting","2015-01-14T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2015-02-17","/boards/bicycle-pedestrian-advisory-commission/meetings/2015-02-17","Meeting","2015-09-30T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2015-03-17","/boards/bicycle-pedestrian-advisory-commission/meetings/2015-03-17-1","Meeting","2015-03-13T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"CANCELLED: Bicycle & Pedestrian Advisory Commission Meeting 2015-04-21","/boards/bicycle-pedestrian-advisory-commission/meetings/2015-04-21","Meeting","2015-04-17T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Bicycle & Pedestrian Advisory Commission Meeting 2015-05-19 - CANCELLE","/boards/bicycle-pedestrian-advisory-commission/meetings/2015-05-19","Meeting","2015-05-18T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
