"title","path","type","updated_date","post_date","published","pageviews","unique_pageviews","avg_time_on_page","entrances","bounce_rate","exit"
"C-U Cable and Telecommunications Commission Meeting 2014-04-16","/boards/c-u-cable-and-telecommunications-commission/meetings/2014-04-16","Meeting","2015-09-30T00:00:00.000","2014-04-02T00:00:00.000","true",,,,,,
"C-U Cable and Telecommunications Commission Meeting 2014-07-17","/boards/c-u-cable-and-telecommunications-commission/meetings/2014-07-17","Meeting","2015-09-30T00:00:00.000","2014-07-15T00:00:00.000","true",,,,,,
"C-U Cable and Telecommunications Commission Meeting 2014-10-16","/boards/c-u-cable-and-telecommunications-commission/meetings/2014-10-16","Meeting","2016-01-29T00:00:00.000","2014-07-15T00:00:00.000","true",,,,,,
"C-U Cable and Telecommunications Commission Meeting 2015-01-15","/boards/c-u-cable-and-telecommunications-commission/meetings/2015-01-15","Meeting","2016-01-29T00:00:00.000","2014-07-15T00:00:00.000","true",,,,,,
"C-U Cable and Telecommunications Commission Meeting 2015-04-16","/boards/c-u-cable-and-telecommunications-commission/meetings/2015-04-16","Meeting","2016-01-29T00:00:00.000","2014-07-15T00:00:00.000","true",,,,,,
"CU Cable & Telecommunications Commission Meeting has been cancelled.","/boards/c-u-cable-and-telecommunications-commission/meetings/2015-07-16","Meeting","2015-07-14T00:00:00.000","2015-07-14T00:00:00.000","true",,,,,,
"C-U Cable and Telecommunications Commission Meeting 2015-10-15","/boards/c-u-cable-and-telecommunications-commission/meetings/2015-10-15","Meeting","2016-07-18T00:00:00.000","2015-10-07T00:00:00.000","true",,,,,,
"C-U Cable and Telecommunications Commission Meeting 2015-11-05","/boards/c-u-cable-and-telecommunications-commission/meetings/2015-11-05","Meeting","2016-04-26T00:00:00.000","2015-11-03T00:00:00.000","true",,,,,,
"C-U Cable and Telecommunications Commission Meeting 2016-01-21","/boards/c-u-cable-and-telecommunications-commission/meetings/2016-01-21","Meeting","2016-04-26T00:00:00.000","2016-01-19T00:00:00.000","true",,,,,,
"C-U Cable and Telecommunications Commission Meeting 2016-04-21","/boards/c-u-cable-and-telecommunications-commission/meetings/2016-04-21","Meeting","2016-07-11T00:00:00.000","2016-04-18T00:00:00.000","true",,,,,,
"Cunningham Township Board","/boards/cunningham-township-board","Board","2021-10-01T00:00:00.000","2017-05-02T00:00:00.000","true","2177","1744","85.93","1477","59.58","50.71"
"Cunningham Township Board Meeting 2010-01-11","/boards/cunningham-township-board/meetings/2010-01-11","Meeting","2010-10-06T00:00:00.000","2010-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-02-01","/boards/cunningham-township-board/meetings/2010-02-01","Meeting","2010-10-06T00:00:00.000","2010-01-29T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-02-22","/boards/cunningham-township-board/meetings/2010-02-22","Meeting","2010-02-18T00:00:00.000","2010-02-02T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-03-01","/boards/cunningham-township-board/meetings/2010-03-01","Meeting","2010-05-05T00:00:00.000","2010-02-25T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-03-22","/boards/cunningham-township-board/meetings/2010-03-22","Meeting","2010-03-19T00:00:00.000","2010-03-01T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-04-05","/boards/cunningham-township-board/meetings/2010-04-05","Meeting","2010-10-06T00:00:00.000","2010-04-09T00:00:00.000","true",,,,,,
"Special Joint Cunningham Township Board and Committee of the Whole Mee","/boards/cunningham-township-board/meetings/2010-04-26","Meeting","2010-04-26T00:00:00.000","2010-04-09T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-05-03","/boards/cunningham-township-board/meetings/2010-05-03","Meeting","2010-06-08T00:00:00.000","2010-05-05T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2010-05-24","/boards/cunningham-township-board/meetings/2010-05-24","Meeting","2010-06-08T00:00:00.000","2010-05-05T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-06-07","/boards/cunningham-township-board/meetings/2010-06-07","Meeting","2010-07-13T00:00:00.000","2010-06-03T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-06-28","/boards/cunningham-township-board/meetings/2010-06-28","Meeting","2010-06-24T00:00:00.000","2010-06-24T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-07-06","/boards/cunningham-township-board/meetings/2010-07-06","Meeting","2010-07-01T00:00:00.000","2010-07-01T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-07-12","/boards/cunningham-township-board/meetings/2010-07-12-0","Meeting","2010-08-10T00:00:00.000","2010-07-08T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-07-26","/boards/cunningham-township-board/meetings/2010-07-26","Meeting","2010-07-22T00:00:00.000","2010-07-22T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-08-02","/boards/cunningham-township-board/meetings/2010-08-02","Meeting","2010-07-28T00:00:00.000","2010-07-28T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-08-09","/boards/cunningham-township-board/meetings/2010-08-09","Meeting","2010-09-16T00:00:00.000","2010-07-28T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-08-23","/boards/cunningham-township-board/meetings/2010-08-23","Meeting","2010-08-19T00:00:00.000","2010-08-19T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-09-07","/boards/cunningham-township-board/meetings/2010-09-07","Meeting","2010-09-01T00:00:00.000","2010-09-01T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-09-13","/boards/cunningham-township-board/meetings/2010-09-13","Meeting","2010-10-06T00:00:00.000","2010-08-19T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-09-27","/boards/cunningham-township-board/meetings/2010-09-27","Meeting","2010-09-23T00:00:00.000","2010-09-23T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-10-04","/boards/cunningham-township-board/meetings/2010-10-04","Meeting","2010-09-30T00:00:00.000","2010-09-30T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-10-25","/boards/cunningham-township-board/meetings/2010-10-25","Meeting","2010-09-23T00:00:00.000","2010-09-23T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-11-01","/boards/cunningham-township-board/meetings/2010-11-01","Meeting","2010-10-28T00:00:00.000","2010-10-28T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-11-22","/boards/cunningham-township-board/meetings/2010-11-22","Meeting","2010-11-18T00:00:00.000","2010-11-18T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2010-12-06","/boards/cunningham-township-board/meetings/2010-12-06","Meeting","2010-12-02T00:00:00.000","2010-11-18T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2010-12-27","/boards/cunningham-township-board/meetings/2010-12-27","Meeting","2010-12-21T00:00:00.000","2010-12-21T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-01-03","/boards/cunningham-township-board/meetings/2011-01-03","Meeting","2010-12-30T00:00:00.000","2010-12-30T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-01-10","/boards/cunningham-township-board/meetings/2011-01-10","Meeting","2011-04-05T00:00:00.000","2010-12-21T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-01-24","/boards/cunningham-township-board/meetings/2011-01-24","Meeting","2011-01-19T00:00:00.000","2011-01-19T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-02-07","/boards/cunningham-township-board/meetings/2011-02-07","Meeting","2011-03-08T00:00:00.000","2011-01-19T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-02-28","/boards/cunningham-township-board/meetings/2011-02-28","Meeting","2011-02-24T00:00:00.000","2011-01-19T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-03-07","/boards/cunningham-township-board/meetings/2011-03-07","Meeting","2011-04-05T00:00:00.000","2011-03-03T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-03-28","/boards/cunningham-township-board/meetings/2011-03-28","Meeting","2011-03-24T00:00:00.000","2011-02-24T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-04-04","/boards/cunningham-township-board/meetings/2011-04-04","Meeting","2011-05-03T00:00:00.000","2011-03-31T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-04-25","/boards/cunningham-township-board/meetings/2011-04-25","Meeting","2011-04-21T00:00:00.000","2011-03-24T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-05-02","/boards/cunningham-township-board/meetings/2011-05-02","Meeting","2011-06-07T00:00:00.000","2011-04-28T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-05-23","/boards/cunningham-township-board/meetings/2011-05-23","Meeting","2011-05-23T00:00:00.000","2011-04-21T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-06-06","/boards/cunningham-township-board/meetings/2011-06-06","Meeting","2011-07-12T00:00:00.000","2011-06-02T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-06-27","/boards/cunningham-township-board/meetings/2011-06-27","Meeting","2011-06-21T00:00:00.000","2011-06-07T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-07-05","/boards/cunningham-township-board/meetings/2011-07-05","Meeting","2011-06-29T00:00:00.000","2011-06-07T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2011-07-11","/boards/cunningham-township-board/meetings/2011-07-11","Meeting","2011-08-02T00:00:00.000","2011-07-07T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-07-25","/boards/cunningham-township-board/meetings/2011-07-25","Meeting","2011-07-21T00:00:00.000","2011-06-21T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-08-01","/boards/cunningham-township-board/meetings/2011-08-01","Meeting","2011-09-07T00:00:00.000","2011-07-28T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-08-22","/boards/cunningham-township-board/meetings/2011-08-22","Meeting","2011-08-16T00:00:00.000","2011-07-21T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-09-06","/boards/cunningham-township-board/meetings/2011-09-06","Meeting","2011-10-04T00:00:00.000","2011-09-01T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-09-26","/boards/cunningham-township-board/meetings/2011-09-26","Meeting","2011-09-22T00:00:00.000","2011-08-16T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-10-03","/boards/cunningham-township-board/meetings/2011-10-03","Meeting","2015-10-01T00:00:00.000","2011-09-29T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-10-24","/boards/cunningham-township-board/meetings/2011-10-24","Meeting","2011-10-20T00:00:00.000","2011-09-22T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-11-07","/boards/cunningham-township-board/meetings/2011-11-07","Meeting","2011-12-07T00:00:00.000","2011-11-03T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-11-28","/boards/cunningham-township-board/meetings/2011-11-28","Meeting","2011-11-23T00:00:00.000","2011-10-20T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2011-12-05","/boards/cunningham-township-board/meetings/2011-12-05","Meeting","2015-10-01T00:00:00.000","2011-12-01T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2011-12-26","/boards/cunningham-township-board/meetings/2011-12-26","Meeting","2011-12-19T00:00:00.000","2011-11-23T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-01-03","/boards/cunningham-township-board/meetings/2012-01-03","Meeting","2011-12-22T00:00:00.000","2011-12-22T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2012-01-09","/boards/cunningham-township-board/meetings/2012-01-09","Meeting","2015-10-01T00:00:00.000","2011-12-22T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-01-23","/boards/cunningham-township-board/meetings/2012-01-23","Meeting","2012-01-19T00:00:00.000","2012-01-19T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2012-02-06","/boards/cunningham-township-board/meetings/2012-02-06","Meeting","2015-10-01T00:00:00.000","2012-01-19T00:00:00.000","true",,,,,,
"Cancelled: Cunningham Township Board Meeting 2012-02-27","/boards/cunningham-township-board/meetings/2012-02-27","Meeting","2012-02-27T00:00:00.000","2012-01-19T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2012-03-05","/boards/cunningham-township-board/meetings/2012-03-05","Meeting","2015-10-01T00:00:00.000","2012-02-28T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2012-03-26","/boards/cunningham-township-board/meetings/2012-03-26","Meeting","2015-10-01T00:00:00.000","2012-02-27T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2012-04-02","/boards/cunningham-township-board/meetings/2012-04-02","Meeting","2015-10-01T00:00:00.000","2012-03-29T00:00:00.000","true",,,,,,
"Cunningham Township Board/Committee of the Whole Joint Meeting 2012-04","/boards/cunningham-township-board/meetings/2012-04-23","Meeting","2015-10-01T00:00:00.000","2012-04-19T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2012-05-07","/boards/cunningham-township-board/meetings/2012-05-07","Meeting","2015-10-01T00:00:00.000","2012-04-26T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-05-29","/boards/cunningham-township-board/meetings/2012-05-29","Meeting","2012-05-24T00:00:00.000","2012-04-26T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2012-06-04","/boards/cunningham-township-board/meetings/2012-06-04","Meeting","2015-10-01T00:00:00.000","2012-05-22T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2012-06-18","/boards/cunningham-township-board/meetings/2012-06-18","Meeting","2015-10-01T00:00:00.000","2012-06-19T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-06-25","/boards/cunningham-township-board/meetings/2012-06-25","Meeting","2012-06-21T00:00:00.000","2012-05-22T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2012-07-02","/boards/cunningham-township-board/meetings/2012-07-02","Meeting","2015-10-01T00:00:00.000","2012-05-24T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-07-23","/boards/cunningham-township-board/meetings/2012-07-23","Meeting","2012-07-19T00:00:00.000","2012-05-24T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2012-07-30","/boards/cunningham-township-board/meetings/2012-07-30","Meeting","2012-07-26T00:00:00.000","2012-07-26T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-08-06","/boards/cunningham-township-board/meetings/2012-08-06","Meeting","2012-08-02T00:00:00.000","2012-07-27T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2012-08-20","/boards/cunningham-township-board/meetings/2012-08-20","Meeting","2015-10-01T00:00:00.000","2012-08-17T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-08-27","/boards/cunningham-township-board/meetings/2012-08-27","Meeting","2012-08-23T00:00:00.000","2012-08-01T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-09-04","/boards/cunningham-township-board/meetings/2012-09-04","Meeting","2012-08-28T00:00:00.000","2012-08-23T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2012-09-10","/boards/cunningham-township-board/meetings/2012-09-10","Meeting","2015-10-01T00:00:00.000","2012-08-28T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2012-09-24","/boards/cunningham-township-board/meetings/2012-09-24","Meeting","2015-10-01T00:00:00.000","2012-08-23T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2012-10-01","/boards/cunningham-township-board/meetings/2012-10-01","Meeting","2015-10-01T00:00:00.000","2012-10-02T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-10-22","/boards/cunningham-township-board/meetings/2012-10-22","Meeting","2012-12-06T00:00:00.000","2012-10-02T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2012-11-05","/boards/cunningham-township-board/meetings/2012-11-05","Meeting","2015-10-01T00:00:00.000","2012-10-02T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-11-26","/boards/cunningham-township-board/meetings/2012-11-26","Meeting","2012-11-21T00:00:00.000","2012-10-24T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2012-12-03","/boards/cunningham-township-board/meetings/2012-12-03","Meeting","2015-10-01T00:00:00.000","2012-11-21T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2012-12-24","/boards/cunningham-township-board/meetings/2012-12-24","Meeting","2012-12-06T00:00:00.000","2012-12-06T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-01-07","/boards/cunningham-township-board/meetings/2013-01-07","Meeting","2015-10-01T00:00:00.000","2012-12-06T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-02-04","/boards/cunningham-township-board/meetings/2013-02-03","Meeting","2013-03-07T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-03-04","/boards/cunningham-township-board/meetings/2013-03-04","Meeting","2015-10-01T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-04-01","/boards/cunningham-township-board/meetings/2013-04-01","Meeting","2015-10-01T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-05-06","/boards/cunningham-township-board/meetings/2013-05-06","Meeting","2015-10-01T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-06-03","/boards/cunningham-township-board/meetings/2013-06-03","Meeting","2015-10-01T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-06-10","/boards/cunningham-township-board/meetings/2013-06-10","Meeting","2015-10-01T00:00:00.000","2013-06-07T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2013-07-01","/boards/cunningham-township-board/meetings/2013-07-01","Meeting","2013-06-28T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-07-08","/boards/cunningham-township-board/meetings/2013-07-08","Meeting","2015-10-01T00:00:00.000","2013-07-03T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-08-05","/boards/cunningham-township-board/meetings/2013-08-05","Meeting","2015-10-01T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-09-03","/boards/cunningham-township-board/meetings/2013-09-03","Meeting","2013-12-11T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-10-07","/boards/cunningham-township-board/meetings/2013-10-07","Meeting","2015-10-01T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-11-04","/boards/cunningham-township-board/meetings/2013-11-04","Meeting","2015-10-01T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2013-12-02","/boards/cunningham-township-board/meetings/2013-12-02","Meeting","2015-10-01T00:00:00.000","2013-01-08T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2014-01-06","/boards/cunningham-township-board/meetings/2014-01-06","Meeting","2014-01-03T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2014-01-13","/boards/cunningham-township-board/meetings/2014-01-13","Meeting","2015-10-01T00:00:00.000","2014-01-09T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-02-03","/boards/cunningham-township-board/meetings/2014-02-03","Meeting","2015-10-01T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-03-03","/boards/cunningham-township-board/meetings/2014-03-03","Meeting","2015-10-01T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2014-03-24","/boards/cunningham-township-board/meetings/2014-03-24","Meeting","2015-10-01T00:00:00.000","2014-03-20T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-04-07","/boards/cunningham-township-board/meetings/2014-04-07","Meeting","2015-10-01T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Annual Town Meeting 2014-04-08","/boards/cunningham-township-board/meetings/2014-04-08","Meeting","2014-04-04T00:00:00.000","2014-03-21T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-05-05","/boards/cunningham-township-board/meetings/2014-05-05","Meeting","2015-10-01T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-06-02","/boards/cunningham-township-board/meetings/2014-06-02","Meeting","2015-10-01T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-07-07","/boards/cunningham-township-board/meetings/2014-07-07","Meeting","2015-10-01T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-08-04","/boards/cunningham-township-board/meetings/2014-08-04","Meeting","2015-10-01T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2014-09-02","/boards/cunningham-township-board/meetings/2014-09-01","Meeting","2014-08-26T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-09-08","/boards/cunningham-township-board/meetings/2014-09-08","Meeting","2015-10-01T00:00:00.000","2014-09-04T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-10-06","/boards/cunningham-township-board/meetings/2014-10-06","Meeting","2015-10-01T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-11-03","/boards/cunningham-township-board/meetings/2014-11-03","Meeting","2015-10-01T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2014-12-01","/boards/cunningham-township-board/meetings/2014-12-01","Meeting","2015-10-01T00:00:00.000","2013-12-31T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2014-12-15","/boards/cunningham-township-board/meetings/2014-12-15","Meeting","2014-12-15T00:00:00.000","2014-12-12T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-01-05","/boards/cunningham-township-board/meetings/2015-01-05","Meeting","2015-10-01T00:00:00.000","2014-12-11T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-02-02","/boards/cunningham-township-board/meetings/2015-02-02","Meeting","2015-10-01T00:00:00.000","2014-12-11T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-03-02","/boards/cunningham-township-board/meetings/2015-03-02","Meeting","2015-10-01T00:00:00.000","2014-12-11T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2015-03-16","/boards/cunningham-township-board/meetings/2015-03-16","Meeting","2015-10-01T00:00:00.000","2015-03-16T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-04-06","/boards/cunningham-township-board/meetings/2015-04-06","Meeting","2015-10-01T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Cunningham Township Board Annual Town Meeting 2015-04-14","/boards/cunningham-township-board/meetings/2015-04-14","Meeting","2015-10-01T00:00:00.000","2015-03-18T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-05-04","/boards/cunningham-township-board/meetings/2015-05-04","Meeting","2015-10-01T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-06-01","/boards/cunningham-township-board/meetings/2015-06-01","Meeting","2015-10-01T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2015-06-15","/boards/cunningham-township-board/meetings/2015-06-15","Meeting","2015-10-01T00:00:00.000","2015-06-11T00:00:00.000","true",,,,,,
"CANCELLED: Cunningham Township Board Meeting 2015-07-06","/boards/cunningham-township-board/meetings/2015-07-06","Meeting","2015-07-06T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-07-13","/boards/cunningham-township-board/meetings/2015-07-13","Meeting","2015-08-04T00:00:00.000","2015-07-09T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-08-03","/boards/cunningham-township-board/meetings/2015-08-03","Meeting","2015-09-09T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-09-08","/boards/cunningham-township-board/meetings/2015-09-08","Meeting","2015-10-30T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-10-05","/boards/cunningham-township-board/meetings/2015-10-05","Meeting","2016-01-27T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-11-02","/boards/cunningham-township-board/meetings/2015-11-02","Meeting","2015-12-08T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2015-11-23","/boards/cunningham-township-board/meetings/2015-11-23","Meeting","2015-12-08T00:00:00.000","2015-11-19T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2015-12-07","/boards/cunningham-township-board/meetings/2015-12-07","Meeting","2016-01-05T00:00:00.000","2015-01-13T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2015-12-14","/boards/cunningham-township-board/meetings/2015-12-14","Meeting","2016-01-05T00:00:00.000","2015-12-09T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2016-01-04","/boards/cunningham-township-board/meetings/2016-01-04","Meeting","2016-02-03T00:00:00.000","2015-12-17T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2016-02-01","/boards/cunningham-township-board/meetings/2016-02-01","Meeting","2016-03-08T00:00:00.000","2015-12-17T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2016-03-07","/boards/cunningham-township-board/meetings/2016-03-07","Meeting","2017-11-15T00:00:00.000","2015-12-17T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2016-04-04","/boards/cunningham-township-board/meetings/2016-04-04","Meeting","2016-05-03T00:00:00.000","2015-12-17T00:00:00.000","true",,,,,,
"Cunningham Township Board Annual Town Meeting 2016-04-12","/boards/cunningham-township-board/meetings/2016-04-12","Meeting","2016-04-13T00:00:00.000","2016-04-12T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2016-05-02","/boards/cunningham-township-board/meetings/2016-05-02","Meeting","2017-11-13T00:00:00.000","2015-12-17T00:00:00.000","true",,,,,,
"Cunningham Township Board Special Meeting 2016-05-16","/boards/cunningham-township-board/meetings/2016-05-16","Meeting","2017-11-15T00:00:00.000","2016-05-17T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2016-06-06","/boards/cunningham-township-board/meetings/2016-06-06","Meeting","2017-11-15T00:00:00.000","2016-01-04T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2016-07-05","/boards/cunningham-township-board/meetings/2016-07-05","Meeting","2017-11-15T00:00:00.000","2016-01-04T00:00:00.000","true",,,,,,
"Cunningham Township Board Meeting 2016-08-01","/boards/cunningham-township-board/meetings/2016-08-01","Meeting","2017-11-15T00:00:00.000","2016-01-04T00:00:00.000","true",,,,,,
