"record_type","vin","registration_class","city","state","zip","county","model_year","make","body_type","fuel_type","unladen_weight","maximum_gross_weight","passengers","reg_valid_date","reg_expiration_date","color","scofflaw_indicator","suspension_indicator","revocation_indicator"
"TRL","99901206020010277","TRL","SCOTTSVILLE","NY","14546","MONROE","2001","TR/CR","TRLR","NONE",,"9990",,"2021-10-15T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"VEH","99891","MOT","HIGH FALLS","NY","12440","ULSTER","1953","LAMBR","MCY","GAS","350",,,"2022-05-31T00:00:00.000","2023-04-30T00:00:00.000","GR","N","N","N"
"TRL","998900084","TRL","SHIRLEY","NY","11967","SUFFOLK","2021","ZAFAT","TRLR","NONE",,"8500",,"2022-04-07T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","998900076","TRL","BROOKLYN","NY","11234","KINGS","2021","HO/MA","TRLR","NONE",,"2500",,"2022-04-15T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","998900065","TRL","SPRING VALLEY","NY","10977","ROCKLAND","2020","HO/MA","TRLR","NONE",,"6307",,"2021-12-10T00:00:00.000","2022-12-31T00:00:00.000","RD","N","N","N"
"VEH","998867","PAS","MINEOLA","NY","11501","NASSAU","1952","STUDE","2DSD","GAS","2825",,,"2021-01-07T00:00:00.000","2022-12-28T00:00:00.000","RD","N","Y","N"
"BOAT","998774","BOT","MAYVILLE","NY","14757","CHAUTAUQUA","1972","STARC","BOAT","GAS",,,,"2021-06-22T00:00:00.000","2024-07-31T00:00:00.000",,"N","N","N"
"BOAT","998773","BOT","BREWERTON","NY","13029","ONONDAGA","1973","STARC","BOAT","GAS",,,,"2020-04-14T00:00:00.000","2023-04-30T00:00:00.000",,"N","N","N"
"BOAT","9986","BOT","TUPPER LAKE","NY","12986","FRANKLIN","1965","BO/WH","BOAT","GAS",,,,"2021-09-02T00:00:00.000","2024-08-31T00:00:00.000",,"N","N","N"
"BOAT","998463","BOT","CADYVILLE","NY","12918","CLINTON","1970","STARC","BOAT","GAS",,,,"2020-06-14T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"BOAT","998460","BOT","CATSKILL","NY","12414","GREENE","1971","SATRC","BOAT","GAS",,,,"2021-05-24T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"BOAT","998430","BOT","ADAMS CENTER","NY","13606","JEFFERSON","1972","STARC","BOAT","GAS",,,,"2022-04-22T00:00:00.000","2025-05-31T00:00:00.000",,"N","N","N"
"BOAT","998428","BOT","DERUYTER","NY","13052","MADISON","1974","STARC","BOAT","GAS",,,,"2020-02-23T00:00:00.000","2023-03-31T00:00:00.000",,"N","N","N"
"VEH","9983692","PAS","MIDDLETOWN","NY","10940","ORANGE","1936","PACKA","2DSD","GAS","3380",,,"2021-07-06T00:00:00.000","2023-07-19T00:00:00.000","BK","N","N","N"
"TRL","99817","SEM","BATH","NY","14810","STEUBEN","1972","DORSE","SEMI","NONE","10560",,,"2021-12-23T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"BOAT","9980503N78FA","BOT","PHELPS","NY","14532","ONTARIO","1978","SE/SP","BOAT","GAS",,,,"2020-07-10T00:00:00.000","2023-06-30T00:00:00.000",,"N","N","N"
"TRL","9980","LTR","DEDHAM","MA","02026","OUT-OF-STATE","1956","TEENE","LTRL","NONE",,"1000",,"2022-06-07T00:00:00.000","2022-12-31T00:00:00.000","NOCL","N","N","N"
"BOAT","9979809787R","BOT","CHURCHVILLE","NY","14428","GENESEE","1978","SE/NY","BOAT","GAS",,,,"2022-04-01T00:00:00.000","2025-05-31T00:00:00.000",,"N","N","N"
"VEH","99795N","HIS","GARDEN CITY","NY","11530","NASSAU","1948","OLDSM","CONV","GAS","4157",,,"2022-01-18T00:00:00.000","2023-02-01T00:00:00.000","YW/BK","N","N","N"
"VEH","99793006594","PAS","BROOKLYN","NY","11215","KINGS","1979","SAAB","2DSD","GAS","2470",,,"2021-07-13T00:00:00.000","2023-07-12T00:00:00.000","LT GR","N","N","N"
"VEH","99786012447","HIS","PARKSVILLE","NY","12768","SULLIVAN","1978","SAAB","2DSD","GAS","2560",,,"2021-12-16T00:00:00.000","2022-12-15T00:00:00.000","GY","N","N","N"
"TRL","99784","SEM","BATH","NY","14810","STEUBEN","1972","DORSE","SEMI","NONE","10000",,,"2022-01-14T00:00:00.000","2022-12-31T00:00:00.000","BK","N","Y","N"
"VEH","99782010525","PAS","BROOKLYN","NY","11225","KINGS","1978","SAAB","2DSD","GAS","2470",,,"2021-03-02T00:00:00.000","2023-04-08T00:00:00.000","WH","N","N","N"
"VEH","99781025939","PAS","ROCHESTER","NY","14620","MONROE","1978","SAAB","2DSD","GAS","2875",,,"2022-04-18T00:00:00.000","2024-05-08T00:00:00.000","GY","N","N","N"
"VEH","99781025053","PAS","HONEOYE FALLS","NY","14472","MONROE","1978","SAAB","2DSD","GAS","2600",,,"2020-07-17T00:00:00.000","2022-09-21T00:00:00.000","BK","N","N","N"
"VEH","99781024707","HIS","BROOKLYN","NY","11231","KINGS","1978","SAAB","2DSD","GAS","2476",,,"2021-12-23T00:00:00.000","2022-08-08T00:00:00.000","GY","N","N","N"
"VEH","99781018365","PAS","HUDSON","NY","12534","COLUMBIA","1978","SAAB","2DSD","GAS","3810",,,"2020-11-13T00:00:00.000","2022-09-15T00:00:00.000","GY","N","N","N"
"BOAT","997794","BOT","MT MORRIS","NY","14510","LIVINGSTON","1972","STARC","BOAT","GAS",,,,"2022-05-10T00:00:00.000","2025-04-30T00:00:00.000",,"N","N","N"
"VEH","99777001700","PAS","VALATIE","NY","12184","COLUMBIA","1977","SAAB","2DSD","GAS","2470",,,"2021-03-01T00:00:00.000","2022-10-06T00:00:00.000","RD","N","N","N"
"VEH","99771034141","PAS","CLIFTON PARK","NY","12065","SARATOGA","1977","SAAB","2DSD","GAS","1620",,,"2021-09-15T00:00:00.000","2023-03-31T00:00:00.000","RD","N","N","N"
"BOAT","997671","BOT","UNADILLA","NY","13849","OTSEGO","1971","STARC","BOAT","GAS",,,,"2020-08-06T00:00:00.000","2023-07-31T00:00:00.000",,"N","N","N"
"BOAT","997670100P","BOT","ALPINE","NY","14805","SCHUYLER","1971","SMOKE","BOAT","GAS",,,,"2020-01-06T00:00:00.000","2023-02-28T00:00:00.000",,"N","N","N"
"VEH","99752040923","PAS","CLAYTON","NY","13624","JEFFERSON","1975","SAAB","2DSD","GAS","2470",,,"2021-04-01T00:00:00.000","2023-05-02T00:00:00.000","WH","N","N","N"
"VEH","99752015075","PAS","VOORHEESVILLE","NY","12186","ALBANY","1975","SAAB","4DSD","GAS","2520",,,"2021-07-02T00:00:00.000","2023-07-01T00:00:00.000","GR","N","N","N"
"TRL","99750","LTR","MEDFORD","NY","11763","SUFFOLK","1970","COX","LTRL","NONE",,"1500",,"2022-01-17T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"TRL","9975","LTR","TROY","NY","12182","RENSSELAER","1981","BA/TR","BOAT","NONE",,"1000",,"2021-12-01T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"VEH","99747002558","PAS","LAGRANCEVILLE","NY","12540","DUTCHESS","1974","SAAB","2DSD","GAS","2510",,,"2021-03-04T00:00:00.000","2023-03-03T00:00:00.000","OR","N","N","N"
"VEH","99742025652","HIS","BROOKLYN","NY","11231","KINGS","1974","SAAB","2DSD","GAS","2532",,,"2021-06-28T00:00:00.000","2022-08-01T00:00:00.000","OR","N","N","N"
"VEH","997419","PAS","BUFFALO","NY","14219","ERIE","1934","FORD","4DSD","GAS","2600",,,"2021-05-17T00:00:00.000","2022-09-05T00:00:00.000","BL/GY","N","N","N"
"VEH","99732037648","HIS","ONEONTA","NY","13820","OTSEGO","1973","SAAB","SEDN","GAS","2590",,,"2022-02-08T00:00:00.000","2023-03-17T00:00:00.000","GR","N","N","N"
"VEH","997145","MOT","BOHEMIA","NY","11716","SUFFOLK","1973","URAL","MCY","DIESEL","700",,,"2022-02-25T00:00:00.000","2023-04-30T00:00:00.000","BK","N","N","N"
"BOAT","996903","BOT","SYRACUSE","NY","13210","ONONDAGA","1973","TARTA","BOAT","GAS",,,,"2021-05-14T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"BOAT","9969NN","BOT","ALDEN","NY","14004","ERIE","1967","LONES","BOAT","GAS",,,,"2021-06-24T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"BOAT","9968","BOT","HAMPTON BAYS","NY","11946","SUFFOLK","1973","DURAN","BOAT","GAS",,,,"2021-09-07T00:00:00.000","2024-10-31T00:00:00.000",,"N","N","N"
"VEH","996559","PAS","BROOKLYN","NY","11232","KINGS","1934","FORD","2DSD","GAS","2867",,,"2021-09-17T00:00:00.000","2023-10-21T00:00:00.000","PR","N","N","N"
"TRL","99637","LTR","SYRACUSE","NY","13208","ONONDAGA","1969","PUMA","LTRL","NONE",,"1500",,"2021-12-03T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"VEH","9961959","PAS","MILLER PLACE","NY","11764","SUFFOLK","1936","PACKA","4DSD","GAS","3380",,,"2021-05-11T00:00:00.000","2022-09-06T00:00:00.000","BK","N","N","N"
"TRL","99618307","TRL","PORT KENT","NY","12975","ESSEX","1999","COXCO","TRLR","NONE",,"4000",,"2021-12-20T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","996174","LTR","LEWISTON","NY","14092","NIAGARA","1980","MGTLT","LTRL","NONE",,"2500",,"2022-04-24T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"BOAT","996155","BOT","BERGEN","NY","14416","GENESEE","1951","GRUMM","BOAT","GAS",,,,"2020-06-09T00:00:00.000","2023-06-30T00:00:00.000",,"N","N","N"
"TRL","99612626","LTR","PERU","NY","12972","CLINTON","2000","COXCO","LTRL","NONE",,"3000",,"2022-05-10T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","99606","LTR","ADAMS","NY","13605","JEFFERSON","1970","COX","LTRL","NONE",,"1000",,"2021-10-05T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"VEH","9960","SPC","WALLKILL","NY","12589","ULSTER","2009","HYDRE","EMVR","DIESEL","37632",,,"2021-09-30T00:00:00.000","2022-10-31T00:00:00.000","YW","N","N","N"
"VEH","9959650","PAS","FAIRPORT","NY","14450","MONROE","1937","PLYMO","2DSD","GAS","2800",,,"2022-07-02T00:00:00.000","2024-07-24T00:00:00.000","YW","N","N","N"
"VEH","9959558","HIS","STATEN ISLAND","NY","10312","RICHMOND","1924","FORD","4DSD","GAS","1500",,,"2021-11-06T00:00:00.000","2022-10-29T00:00:00.000","BK","N","N","N"
"TRL","99589X","LTR","TRUMANSBURG","NY","14886","SCHUYLER","1979","HOL","LTRL","NONE",,"1500",,"2022-05-24T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"VEH","995867040544018","PAS","FLORAL PARK","NY","11001","QUEENS","1978","AUSTI","CONV","GAS","1640",,,"2021-04-23T00:00:00.000","2023-04-22T00:00:00.000","BL","N","N","N"
"TRL","99582","LTR","PARISH","NY","13131","OSWEGO","1970","COX","LTRL","NONE",,"1000",,"2021-12-13T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"TRL","99581","LTR","EAGLE BAY","NY","13331","HERKIMER","1979","COX","LTRL","NONE",,"3000",,"2022-07-10T00:00:00.000","2022-12-31T00:00:00.000","WH","N","N","N"
"TRL","9957","TRL","CANTON","NY","13617","ST LAWRENCE","1977","TRAIL","BOAT","NONE",,"4500",,"2021-10-27T00:00:00.000","2022-12-31T00:00:00.000","NOCL","N","N","N"
"TRL","99555","TRL","GENEVA","NY","14456","ONTARIO","1970","COX","UTIL","NONE",,"1500",,"2021-12-22T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"SNOW","9955009","SNO","WEVERTOWN","NY","12886","WARREN","1999","AR/CA","SNOW",,,,,"2022-07-07T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"TRL","99545","LTR","CHENANGO FORKS","NY","13746","BROOME","1970","COX","LTRL","NONE",,"1500",,"2021-11-22T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"VEH","995344","HIS","OSWEGO","NY","13126","OSWEGO","1923","BUICK","CONV","GAS","2940",,,"2022-05-10T00:00:00.000","2023-05-28T00:00:00.000","RD/BK","N","N","N"
"BOAT","995320","BOT","MANORVILLE","NY","11949","SUFFOLK","1971","STARC","BOAT","GAS",,,,"2022-03-10T00:00:00.000","2025-04-30T00:00:00.000",,"N","N","N"
"VEH","9952427","PAS","BROOKLYN","NY","11222","KINGS","1936","PACK","2DSD","GAS","3500",,,"2022-05-14T00:00:00.000","2023-09-20T00:00:00.000","BL","N","N","N"
"BOAT","995127","BOT","CINCINNATUS","NY","13040","CORTLAND","1972","ST/CR","BOAT","GAS",,,,"2021-06-10T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"TRL","99512","SEM","LANCASTER","NY","14086","ERIE","1972","DORSE","VAN","NONE","9220",,,"2022-04-06T00:00:00.000","2022-12-31T00:00:00.000","WH","N","N","N"
"SNOW","9950908","SNO","OCEANSIDE","NY","11572","NASSAU","1999","ARTIC","SNOW",,,,,"2022-06-01T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"SNOW","9950907","SNO","OCEANSIDE","NY","11572","NASSAU","1999","ARTIC","SNOW",,,,,"2022-06-01T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"SNOW","9950748","SNO","LOCKPORT","NY","14094","NIAGARA","1999","AR/CA","SNOW",,,,,"2022-07-19T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"SNOW","9949966","SNO","RANDOLPH","NJ","07869","OUT-OF-STATE","1999","AR/CA","SNOW",,,,,"2022-07-28T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"SNOW","9949935","SNO","COCHRANTON","PA","16314","OUT-OF-STATE","1999","AR/CA","SNOW",,,,,"2022-07-18T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"TRL","994960","LTR","ONEIDA","NY","13421","MADISON","1971","SHIPM","LTRL","NONE",,"1000",,"2021-09-28T00:00:00.000","2022-12-31T00:00:00.000","BL","N","N","N"
"BOAT","994934","BOT","NEWARK","NY","14513","WAYNE","1972","STARC","BOAT","GAS",,,,"2022-05-04T00:00:00.000","2025-06-30T00:00:00.000",,"N","N","N"
"TRL","9948","TRL","BINGHAMTON","NY","13903","BROOME","2011","CO/ST","TRLR","NONE",,"4000",,"2022-01-06T00:00:00.000","2022-12-31T00:00:00.000","WH","N","N","N"
"BOAT","994754","BOT","REDFIELD","NY","13437","OSWEGO","1972","STARC","BOAT","GAS",,,,"2021-02-10T00:00:00.000","2024-03-31T00:00:00.000",,"N","N","N"
"VEH","99472599","HIS","AURORA","NY","13026","CAYUGA","1942","FORD","FIRE","GAS","8950",,,"2022-05-11T00:00:00.000","2023-05-10T00:00:00.000","RD","N","N","N"
"TRL","994704082835007","LTR","WINDSOR","NY","13865","BROOME","2008","HOMEM","LTRL","NONE",,"1000",,"2022-04-28T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"SNOW","9946954","SNO","DUNKIRK","NY","14048","CHAUTAUQUA","1999","AR/CA","SNOW",,,,,"2022-07-21T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"BOAT","994617","BOT","SAUGERTIES","NY","12477","ULSTER","1972","ST/CR","BOAT","GAS",,,,"2022-03-05T00:00:00.000","2025-02-28T00:00:00.000",,"N","N","N"
"VEH","994552057432","PAS","GLEN COVE","NY","11542","NASSAU","1955","CHEVR","2DSD","GAS","3200",,,"2022-03-11T00:00:00.000","2024-04-06T00:00:00.000","OR","N","N","N"
"BOAT","994500","BOT","LORTON","VA","22199","OUT-OF-STATE","1971","STAR","BOAT","GAS",,,,"2021-12-27T00:00:00.000","2025-02-28T00:00:00.000",,"N","N","N"
"SNOW","9944170","SNO","CANANDAIGUA","NY","14424","ONTARIO","1999","AR/CA","SNOW",,,,,"2022-07-10T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"VEH","9944132","HIS","CROTON ON HUDS","NY","10520","WESTCHESTER","1936","PACKA","2DSD","GAS","3535",,,"2021-08-29T00:00:00.000","2022-09-23T00:00:00.000","PR","N","N","N"
"BOAT","994344","BOT","REDFIELD","NY","13437","OSWEGO","1971","STARC","BOAT","GAS",,,,"2020-06-26T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"BOAT","994330","BOT","PRATTSBURGH","NY","14873","STEUBEN","1971","STARC","BOAT","GAS",,,,"2021-07-28T00:00:00.000","2024-06-30T00:00:00.000",,"N","N","N"
"SNOW","9943249","SNO","HILLSDALE","NJ","07642","ESSEX","1999","AR/CA","SNOW",,,,,"2022-07-19T00:00:00.000","2023-08-31T00:00:00.000","WH","N","N","N"
"BOAT","994313","BOT","MANLIUS","NY","13104","ONONDAGA","1972","STARC","BOAT","GAS",,,,"2020-05-13T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"TRL","99427","LTR","LEWISTON","NY","14092","NIAGARA","1978","BOYER","LTRL","NONE",,"1000",,"2022-04-17T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"BOAT","994264","BOT","DEPEW","NY","14043","ERIE","1971","ST/CR","BOAT","GAS",,,,"2021-05-20T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"VEH","9941063","PAS","SOUND BEACH","NY","11789","SUFFOLK","1923","FORD","CONV","GAS","1623",,,"2022-04-19T00:00:00.000","2024-05-30T00:00:00.000","BK","N","N","N"
"VEH","994100130568064","PAS","NEWFANE","NY","14108","NIAGARA","1949","DODGE","PICK","GAS",,"2351",,"2021-07-21T00:00:00.000","2023-07-20T00:00:00.000","WH","N","N","N"
"TRL","99406","LTR","KEW GARDENS","NY","11415","QUEENS","1970","COX","LTRL","NONE",,"1900",,"2022-07-15T00:00:00.000","2022-12-31T00:00:00.000","BL","N","N","N"
"SNOW","9939814","SNO","SALEM","NY","12865","WASHINGTON","1999","AR/CA","SNOW",,,,,"2022-07-14T00:00:00.000","2023-08-31T00:00:00.000","BK","N","N","N"
"VEH","9939","PSD","LORRAINE","NY","13659","JEFFERSON","1968","FONTA","SEMI","NONE","16350",,,"2014-10-09T00:00:00.000",,"GR","N","N","N"
"VEH","99374","PAS","BURLINGTON FLA","NY","13315","OTSEGO","1937","PLYMO","2DSD","GAS","2705",,,"2022-07-08T00:00:00.000","2024-07-07T00:00:00.000","GR","N","N","N"
"BOAT","993683","BOT","CLAYTON","NY","13624","JEFFERSON","1972","STARC","BOAT","GAS",,,,"2020-05-18T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"SNOW","9936772","SNO","EAST NASSAU","NY","12062","RENSSELAER","1999","AR/CA","SNOW",,,,,"2022-07-19T00:00:00.000","2023-08-31T00:00:00.000","GR","N","N","N"
"SNOW","9936624","SNO","MIDDLE VILLAGE","NY","11379","QUEENS","1999","AR/CA","SNOW",,,,,"2022-07-13T00:00:00.000","2023-08-31T00:00:00.000","GR/PR","N","N","N"
"TRL","9935688","LTR","RUSHVILLE","NY","14544","YATES","1970","SHORE","LTRL","NONE",,"1000",,"2022-03-08T00:00:00.000","2022-12-31T00:00:00.000","GR","N","N","N"
